Entity,Code,Year,$2.15 a day - Share of population in poverty,990305-annotations,$2.15 a day - Number in poverty,990286-annotations
Iran,IRN,2013,0.28810316,,227038,
Iran,IRN,2014,0.6163683,,495452,
Iran,IRN,2015,0.40074104,,329166,
Iran,IRN,2016,0.4450634,,371993,
Iran,IRN,2017,0.32945344,,279248,
Iran,IRN,2018,0.6712102,,576135,
Iran,IRN,2019,0.72633666,,629960,
Iran,IRN,2020,0.8114429,,709492,
Iran,IRN,2021,0.65237933,,574535,
Iran,IRN,2022,0.46844715,,415483,
Iraq,IRQ,2006,0.03518214,,10096,
Iraq,IRQ,2012,0.08875247,,30056,
Ireland,IRL,1987,0.689184,,24398,
Ireland,IRL,1994,0.16343378,,5868,
Ireland,IRL,1995,0.17609753,,6355,
Ireland,IRL,1996,0.22401807,,8149,
Ireland,IRL,2000,0.1782722,,6784,
Ireland,IRL,2002,0.23505183,,9242,
Ireland,IRL,2003,0.12763272,,5101,
Ireland,IRL,2004,0.052105937,,2121,
Ireland,IRL,2005,0.021705687,,903,
Ireland,IRL,2006,0.3984308,,17027,
Ireland,IRL,2007,0.098496266,,4333,
Ireland,IRL,2008,0.1805067,,8104,
Ireland,IRL,2009,0.49060217,,22251,
Ireland,IRL,2010,0.54275715,,24751,
Ireland,IRL,2011,0.5449447,,24959,
Ireland,IRL,2012,0.33501238,,15409,
Ireland,IRL,2013,0.6822285,,31545,
Ireland,IRL,2014,0.38895378,,18116,
Ireland,IRL,2015,0.36762756,,17286,
Ireland,IRL,2016,0.13472612,,6407,
Ireland,IRL,2017,0.24319613,,11691,
Ireland,IRL,2018,0.003921386,,191,
Ireland,IRL,2019,0.058011558,,2862,
Ireland,IRL,2020,0.14430559,,7194,
Ireland,IRL,2021,0.063545495,,3198,
Israel,ISR,1979,0,,0,
Israel,ISR,1986,0.23550048,,10124,
Israel,ISR,1992,0.21532728,,11031,
Israel,ISR,1997,0.24560836,,14334,
Israel,ISR,2001,0.24897778,,16032,
Israel,ISR,2002,0.48042536,,31564,
Israel,ISR,2003,0.46270582,,30954,
Israel,ISR,2004,0.49913883,,33986,
Israel,ISR,2005,0.4833153,,33494,
Israel,ISR,2006,0.22496581,,15868,
Israel,ISR,2007,0.4918124,,35313,
Israel,ISR,2008,0.4835079,,35339,
Israel,ISR,2009,0.49162772,,36801,
Israel,ISR,2010,0.46020398,,35084,
Israel,ISR,2011,0.23077059,,17921,
Israel,ISR,2012,0.48919725,,38698,
Israel,ISR,2013,0.4745734,,38248,
Israel,ISR,2014,0.49243245,,40457,
Israel,ISR,2015,0.49385363,,41385,
Israel,ISR,2016,0.24139464,,20630,
Israel,ISR,2017,0.45742482,,39857,
Israel,ISR,2018,0.49676624,,44127,
Israel,ISR,2019,0.725289,,65668,
Israel,ISR,2020,0.44975653,,41446,
Israel,ISR,2021,0.2422214,,22700,
Italy,ITA,1977,0.22906405,,128174,
Italy,ITA,1978,0.48330766,,271402,
Italy,ITA,1979,0.48833704,,275020,
Italy,ITA,1980,0.22686729,,128030,
Italy,ITA,1981,0,,0,
Italy,ITA,1982,0,,0,
Italy,ITA,1983,0.21823193,,123441,
Italy,ITA,1984,0,,0,
Italy,ITA,1986,0.24690011,,139736,
Italy,ITA,1987,0.9951176,,563256,
Italy,ITA,1989,0,,0,
Italy,ITA,1991,0.228989,,129971,
Italy,ITA,1993,1.2493539,,710031,
Italy,ITA,1995,0.74394846,,422892,
Italy,ITA,1998,1.7424412,,991567,
Italy,ITA,2000,1.2495171,,711501,
Italy,ITA,2002,1.4982808,,854904,
Italy,ITA,2003,0.7694033,,440970,
Italy,ITA,2004,0.6045206,,348720,
Italy,ITA,2005,0.6472902,,375231,
Italy,ITA,2006,0.65343624,,379934,
Italy,ITA,2007,0.680243,,397523,
Italy,ITA,2008,0.70417947,,414246,
Italy,ITA,2009,0.91157925,,538701,
Italy,ITA,2010,1.2652895,,750031,
Italy,ITA,2011,1.156048,,686455,
Italy,ITA,2012,1.2006085,,714839,
Italy,ITA,2013,1.3731673,,827113,
Italy,ITA,2014,1.2321203,,748995,
Italy,ITA,2015,1.9488665,,1183558,
Italy,ITA,2016,1.6299454,,988195,
Italy,ITA,2017,1.4216343,,860611,
Italy,ITA,2018,1.4576468,,880736,
Italy,ITA,2019,0.9943459,,593914,
Italy,ITA,2020,0.82779175,,492030,
Italy,ITA,2021,0.8145304,,481658,
Jamaica,JAM,1988,4.555,,107261,
Jamaica,JAM,1990,2.8804874,,68902,
Jamaica,JAM,1993,8.088,,198889,
Jamaica,JAM,1996,2.5628607,,64915,
Jamaica,JAM,1999,2.3147032,,60096,
Jamaica,JAM,2002,2.1286912,,56160,
Jamaica,JAM,2004,1.177246,,31362,
Jamaica,JAM,2018,0.05606334,,1576,
Jamaica,JAM,2021,0.30976602,,8759,
Japan,JPN,2008,0.4798256,,614479,
Japan,JPN,2010,0,,0,
Japan,JPN,2013,0.72788787,,927657,
Jordan,JOR,1986,0,,0,
Jordan,JOR,1992,0,,0,
Jordan,JOR,1997,0,,0,
Jordan,JOR,2002,0.1951805,,10414,
Jordan,JOR,2006,0.09088745,,5573,
Jordan,JOR,2008,0.010805056,,719,
Jordan,JOR,2010,0.040854882,,2849,
Kazakhstan,KAZ,1993,8.434999,,1381710,
Kazakhstan,KAZ,1996,7.9405093,,1236990,
Kazakhstan,KAZ,2001,12.814419,,1904009,
Kazakhstan,KAZ,2002,8.887372,,1320570,
Kazakhstan,KAZ,2003,6.167813,,919560,
Kazakhstan,KAZ,2004,3.3167064,,497937,
Kazakhstan,KAZ,2005,8.661422,,1311948,
Kazakhstan,KAZ,2006,1.0114723,,154837,
Kazakhstan,KAZ,2007,0.38554862,,59699,
Kazakhstan,KAZ,2008,0.2428652,,38317,
Kazakhstan,KAZ,2009,0.2441653,,39293,
Kazakhstan,KAZ,2010,0.19512291,,31848,
Kazakhstan,KAZ,2011,0.07109477,,11771,
Kazakhstan,KAZ,2012,0.03842411,,6452,
Kazakhstan,KAZ,2013,0.033109628,,5640,
Kazakhstan,KAZ,2014,0.01927526,,3332,
Kazakhstan,KAZ,2015,0.038270585,,6714,
Kazakhstan,KAZ,2016,0.05052872,,8991,
Kazakhstan,KAZ,2017,0.041498996,,7485,
Kazakhstan,KAZ,2018,0.0151407905,,2767,
Kazakhstan,KAZ,2019,0.016059816,,2973,
Kazakhstan,KAZ,2020,0.01182706,,2218,
Kazakhstan,KAZ,2021,0.017695257,,3362,
Kenya,KEN,1992,26.448,,6520946,
Kenya,KEN,1994,25.880554,,6763558,
Kenya,KEN,1997,25.393864,,7202783,
Kenya,KEN,2005,36.67384,,13295830,
Kenya,KEN,2015,29.365105,,13963230,
Kenya,KEN,2020,35.03161,,18211454,
Kenya,KEN,2021,36.146057,,19159440,
Kiribati,KIR,2006,14.027153,,14039,
Kiribati,KIR,2019,1.6780767,,2095,
Kosovo,OWID_KOS,2003,2.3978596,,40847,
Kosovo,OWID_KOS,2005,4.209292,,71801,
Kosovo,OWID_KOS,2006,4.075942,,70087,
Kosovo,OWID_KOS,2009,3.4097538,,60062,
Kosovo,OWID_KOS,2010,2.8943646,,51395,
Kosovo,OWID_KOS,2011,1.8802686,,33676,
Kosovo,OWID_KOS,2012,0.8349306,,15088,
Kosovo,OWID_KOS,2013,0.44521713,,8095,
Kosovo,OWID_KOS,2014,1.1369094,,20610,
Kosovo,OWID_KOS,2015,0.77977383,,13944,
Kosovo,OWID_KOS,2016,0.7646961,,13593,
Kosovo,OWID_KOS,2017,0.4402413,,7885,
Kyrgyzstan,KGZ,2000,38.18244,,1870329,
Kyrgyzstan,KGZ,2001,33.356903,,1649532,
Kyrgyzstan,KGZ,2002,31.149364,,1554571,
Kyrgyzstan,KGZ,2003,25.70318,,1296288,
Kyrgyzstan,KGZ,2004,11.575469,,590893,
Kyrgyzstan,KGZ,2005,13.574837,,700815,
Kyrgyzstan,KGZ,2006,8.371434,,436855,
Kyrgyzstan,KGZ,2007,8.752659,,461125,
Kyrgyzstan,KGZ,2008,3.3092885,,176011,
Kyrgyzstan,KGZ,2009,1.5469307,,83276,
Kyrgyzstan,KGZ,2010,3.5214179,,191843,
Kyrgyzstan,KGZ,2011,1.2577704,,69361,
Kyrgyzstan,KGZ,2012,2.6298146,,147459,
Kyrgyzstan,KGZ,2013,2.6200042,,149854,
Kyrgyzstan,KGZ,2014,1.0484436,,61182,
Kyrgyzstan,KGZ,2015,2.1805964,,129896,
Kyrgyzstan,KGZ,2016,1.1435105,,69520,
Kyrgyzstan,KGZ,2017,1.2685745,,78629,
Kyrgyzstan,KGZ,2018,0.73589146,,46529,
Kyrgyzstan,KGZ,2019,0.65906364,,42550,
Kyrgyzstan,KGZ,2020,1.3309736,,87577,
Kyrgyzstan,KGZ,2021,0.71577924,,48483,
Kyrgyzstan,KGZ,2022,0.31051716,,21658,
Laos,LAO,1992,23.700804,,1086906,
Laos,LAO,1997,43.195446,,2233124,
Laos,LAO,2002,25.369883,,1427523,
Laos,LAO,2007,19.54654,,1185124,
Laos,LAO,2012,10.891045,,711380,
Laos,LAO,2018,7.1383624,,510390,
Latin America and the Caribbean (PIP),,1990,16.33791,,71446024,
Latin America and the Caribbean (PIP),,1991,15.811359,,70441888,
Latin America and the Caribbean (PIP),,1992,15.698417,,71213968,
Latin America and the Caribbean (PIP),,1993,15.586461,,71966536,
Latin America and the Caribbean (PIP),,1994,14.373239,,67525136,
Latin America and the Caribbean (PIP),,1995,14.009261,,66939560,
Latin America and the Caribbean (PIP),,1996,15.258795,,74118360,
Latin America and the Caribbean (PIP),,1997,15.075909,,74413208,
Latin America and the Caribbean (PIP),,1998,14.850272,,74454888,
Latin America and the Caribbean (PIP),,1999,15.072675,,76727344,
Latin America and the Caribbean (PIP),,2000,13.804455,,71313848,
Latin America and the Caribbean (PIP),,2001,13.5226965,,70857992,
Latin America and the Caribbean (PIP),,2002,12.638988,,67141448,
Latin America and the Caribbean (PIP),,2003,12.269237,,66039140,
Latin America and the Caribbean (PIP),,2004,11.309916,,61656740,
Latin America and the Caribbean (PIP),,2005,10.739448,,59280592,
Latin America and the Caribbean (PIP),,2006,8.867487,,49540424,
Latin America and the Caribbean (PIP),,2007,7.737145,,43732708,
Latin America and the Caribbean (PIP),,2008,7.0296803,,40185364,
Latin America and the Caribbean (PIP),,2009,6.697408,,38711824,
Latin America and the Caribbean (PIP),,2010,5.917654,,34568220,
Latin America and the Caribbean (PIP),,2011,5.4619684,,32270520,
Latin America and the Caribbean (PIP),,2012,5.1149755,,30561198,
Latin America and the Caribbean (PIP),,2013,4.569449,,27600272,
Latin America and the Caribbean (PIP),,2014,4.3058763,,26286070,
Latin America and the Caribbean (PIP),,2015,4.0576024,,25029874,
Latin America and the Caribbean (PIP),,2016,4.272208,,26624324,
Latin America and the Caribbean (PIP),,2017,4.2828393,,26956204,
Latin America and the Caribbean (PIP),,2018,4.216765,,26791534,
Latin America and the Caribbean (PIP),,2019,4.212441,,27002604,
Latin America and the Caribbean (PIP),,2020,3.8326411,,24765342,
Latin America and the Caribbean (PIP),,2021,4.5273833,,29456650,
Latin America and the Caribbean (PIP),,2022,3.4523168,,22612772,
Latin America and the Caribbean (PIP),,2023,3.3662453,,22208032,
Latin America and the Caribbean (PIP),,2024,3.3205006,,22070648,
Latvia,LVA,1993,0,,0,
Latvia,LVA,1995,0.031,,770,
Latvia,LVA,1996,1.7659999,,43395,
Latvia,LVA,2004,2.4903991,,56361,
Latvia,LVA,2005,2.3620217,,52881,
Latvia,LVA,2006,1.5533317,,34458,
Latvia,LVA,2007,0.6350043,,13972,
Latvia,LVA,2008,1.2787416,,27842,
Latvia,LVA,2009,1.696778,,36339,
Latvia,LVA,2010,1.7326765,,36344,
Latvia,LVA,2011,1.0286086,,21186,
Latvia,LVA,2012,1.0676994,,21720,
Latvia,LVA,2013,1.1653787,,23455,
Latvia,LVA,2014,0.79135585,,15778,
Latvia,LVA,2015,0.650311,,12860,
Latvia,LVA,2016,0.64695126,,12677,
Latvia,LVA,2017,0.7972179,,15484,
Latvia,LVA,2018,0.36000243,,6938,
Latvia,LVA,2019,0.2391008,,4576,
Latvia,LVA,2020,0.45501179,,8647,
Latvia,LVA,2021,0.39730492,,7487,
Lebanon,LBN,2011,0,,0,
Lesotho,LSO,1986,53.988,,907501,
Lesotho,LSO,1994,53.69109,,1031507,
Lesotho,LSO,2002,66.27836,,1321694,
Lesotho,LSO,2017,32.39991,,704521,
Liberia,LBR,2007,53.34778,,1937986,
Liberia,LBR,2014,25.930763,,1171914,
Liberia,LBR,2016,27.617746,,1299718,
Lithuania,LTU,1993,6.617,,243678,
Lithuania,LTU,2004,2.707487,,91434,
Lithuania,LTU,2005,1.7817268,,59198,
Lithuania,LTU,2006,1.5230172,,49801,
Lithuania,LTU,2007,1.3395644,,43285,
Lithuania,LTU,2008,1.389226,,44431,
Lithuania,LTU,2009,2.2432506,,70952,
Lithuania,LTU,2010,1.5343399,,47523,
Lithuania,LTU,2011,0.70057505,,21214,
Lithuania,LTU,2012,0.94779253,,28318,
Lithuania,LTU,2013,0.70500815,,20852,
Lithuania,LTU,2014,1.262026,,37007,
Lithuania,LTU,2015,0.7198586,,20911,
Lithuania,LTU,2016,1.2705059,,36441,
Lithuania,LTU,2017,1.0225072,,28921,
Lithuania,LTU,2018,0.9250136,,25915,
Lithuania,LTU,2019,0.54792964,,15310,
Lithuania,LTU,2020,0.18947333,,5296,
Lithuania,LTU,2021,0.25060093,,7019,
Luxembourg,LUX,1985,0,,0,
Luxembourg,LUX,1986,0,,0,
Luxembourg,LUX,1987,0,,0,
Luxembourg,LUX,1988,0,,0,
Luxembourg,LUX,1989,0,,0,
Luxembourg,LUX,1990,0,,0,
Luxembourg,LUX,1991,0,,0,
Luxembourg,LUX,1992,0,,0,
Luxembourg,LUX,1993,0,,0,
Luxembourg,LUX,1994,0,,0,
Luxembourg,LUX,1995,0,,0,
Luxembourg,LUX,1996,0,,0,
Luxembourg,LUX,1997,0,,0,
Luxembourg,LUX,1998,0,,0,
Luxembourg,LUX,1999,0,,0,
Luxembourg,LUX,2000,0,,0,
Luxembourg,LUX,2001,0,,0,
Luxembourg,LUX,2002,0,,0,
Luxembourg,LUX,2003,0.07174669,,324,
Luxembourg,LUX,2004,0.018192332,,83,
Luxembourg,LUX,2005,0.03469405,,161,
Luxembourg,LUX,2006,0,,0,
Luxembourg,LUX,2007,0.021916224,,105,
Luxembourg,LUX,2008,0,,0,
Luxembourg,LUX,2009,0.04411102,,220,
Luxembourg,LUX,2010,0,,0,
Luxembourg,LUX,2011,0.11757935,,609,
Luxembourg,LUX,2012,0.043618947,,232,
Luxembourg,LUX,2013,0.08910331,,484,
Luxembourg,LUX,2014,0.13992491,,778,
Luxembourg,LUX,2015,0.30012453,,1710,
Luxembourg,LUX,2016,0.11721951,,682,
Luxembourg,LUX,2017,0.28312987,,1688,
Luxembourg,LUX,2018,0.28481787,,1732,
Luxembourg,LUX,2019,0.101187475,,627,
Luxembourg,LUX,2020,0,,0,
Luxembourg,LUX,2021,0.050036773,,320,
Madagascar,MDG,1980,48.699,,4357666,
Madagascar,MDG,1993,73.25071,,9628737,
Madagascar,MDG,1997,69.37031,,10252170,
Madagascar,MDG,1999,66.86746,,10518844,
Madagascar,MDG,2001,70.9964,,11863260,
Madagascar,MDG,2005,74.22137,,13947807,
Madagascar,MDG,2010,80.15473,,17418466,
Madagascar,MDG,2012,80.73006,,18907122,
Malawi,MWI,1997,58.4548,,6251796,
Malawi,MWI,2004,68.864586,,8601553,
Malawi,MWI,2010,68.42152,,10137870,
Malawi,MWI,2016,65.73572,,11538619,
Malawi,MWI,2019,70.0606,,13329276,
Malaysia,MYS,1984,2.676,,393010,
Malaysia,MYS,1987,1.653,,265027,
Malaysia,MYS,1989,0.72400004,,123226,
Malaysia,MYS,1992,1.0029999,,185823,
Malaysia,MYS,1995,1.447,,291381,
Malaysia,MYS,1997,0,,0,
Malaysia,MYS,2003,1.5712516,,388718,
Malaysia,MYS,2006,0.77013826,,204159,
Malaysia,MYS,2008,0.69657385,,193665,
Malaysia,MYS,2011,0.13992567,,40836,
Malaysia,MYS,2013,0.03397699,,10239,
Malaysia,MYS,2015,0.019036654,,5991,
Malaysia,MYS,2018,0.01102865,,3594,
Malaysia,MYS,2021,0,,0,
Maldives,MDV,2002,6.6081805,,19478,
Maldives,MDV,2009,3.772896,,13405,
Maldives,MDV,2016,0,,0,
Maldives,MDV,2019,0,,0,
Mali,MLI,1994,84.49572,,8206052,
Mali,MLI,2001,57.15224,,6637279,
Mali,MLI,2006,49.676163,,6824454,
Mali,MLI,2009,48.172142,,7454427,
Mali,MLI,2018,15.218806,,3088684,
Mali,MLI,2021,20.849255,,4648860,
Malta,MLT,2006,0.51195854,,2075,
Malta,MLT,2007,0.4103244,,1669,
Malta,MLT,2008,0.109011516,,446,
Malta,MLT,2009,0.43044543,,1775,
Malta,MLT,2010,0.21927387,,909,
Malta,MLT,2011,0.1857052,,773,
Malta,MLT,2012,0.11772207,,494,
Malta,MLT,2013,0.029666146,,126,
Malta,MLT,2014,0,,0,
Malta,MLT,2015,0.08437797,,376,
Malta,MLT,2016,0.09208711,,419,
Malta,MLT,2017,0.15988651,,748,
Malta,MLT,2018,0.10338061,,501,
Malta,MLT,2019,0.30468178,,1536,
Malta,MLT,2020,0.25567448,,1318,
Marshall Islands,MHL,2019,0.85434437,,377,
Mauritania,MRT,1987,41.383,,766037,
Mauritania,MRT,1993,42.861,,958828,
Mauritania,MRT,1995,21.832048,,525710,
Mauritania,MRT,2000,21.487999,,586281,
Mauritania,MRT,2004,18.127827,,540709,
Mauritania,MRT,2008,11.855509,,385445,
Mauritania,MRT,2014,6.490837,,249454,
Mauritania,MRT,2019,5.354673,,238428,
Mauritius,MUS,2006,0.30761176,,3805,
Mauritius,MUS,2012,0.4123899,,5179,
Mauritius,MUS,2017,0.12531371,,1585,
Mexico,MEX,1984,8.306812,,6104648,
Mexico,MEX,1989,8.705063,,6984398,
Mexico,MEX,1992,7.8659563,,6685526,
Mexico,MEX,1994,7.933994,,7006861,
Mexico,MEX,1996,13.960938,,12786342,
Mexico,MEX,1998,15.237268,,14439945,
Mexico,MEX,2000,10.678649,,10451561,
Mexico,MEX,2002,7.5212464,,7590222,
Mexico,MEX,2004,7.150816,,7432974,
Mexico,MEX,2005,7.800171,,8224688,
Mexico,MEX,2006,5.3540764,,5722800,
Mexico,MEX,2008,5.982281,,6561634,
Mexico,MEX,2010,4.704363,,5293932,
Mexico,MEX,2012,4.1995993,,4861284,
Mexico,MEX,2014,3.9831142,,4730182,
Mexico,MEX,2016,2.3163962,,2814867,
Mexico,MEX,2018,1.8759747,,2326468,
Mexico,MEX,2020,2.1319396,,2686208,
Mexico,MEX,2022,1.1796793,,1504140,
Micronesia (country),FSM,2005,8.559808,,9496,
Micronesia (country),FSM,2013,16.028437,,17408,
Micronesia (country) (urban),,2000,43.482056,,10847,
Middle East and North Africa (PIP),,1990,6.4212265,,14810615,
Middle East and North Africa (PIP),,1991,6.1850386,,14667132,
Middle East and North Africa (PIP),,1992,5.442155,,13230840,
Middle East and North Africa (PIP),,1993,5.1630235,,12829190,
Middle East and North Africa (PIP),,1994,4.7400637,,12025458,
Middle East and North Africa (PIP),,1995,4.732519,,12263205,
Middle East and North Africa (PIP),,1996,3.952733,,10452844,
Middle East and North Africa (PIP),,1997,3.6306229,,9795865,
Middle East and North Africa (PIP),,1998,3.2720175,,9005200,
Middle East and North Africa (PIP),,1999,3.2446399,,9106714,
Middle East and North Africa (PIP),,2000,2.9648025,,8486550,
Middle East and North Africa (PIP),,2001,2.9828835,,8707596,
Middle East and North Africa (PIP),,2002,2.8022647,,8328826,
Middle East and North Africa (PIP),,2003,2.8481414,,8616610,
Middle East and North Africa (PIP),,2004,2.6818326,,8271164,
Middle East and North Africa (PIP),,2005,2.6508589,,8335991,
Middle East and North Africa (PIP),,2006,2.5604281,,8207292,
Middle East and North Africa (PIP),,2007,2.5409746,,8301010,
Middle East and North Africa (PIP),,2008,2.4586475,,8185927,
Middle East and North Africa (PIP),,2009,2.20076,,7468776,
Middle East and North Africa (PIP),,2010,1.8714017,,6478703,
Middle East and North Africa (PIP),,2011,2.0189242,,7126338,
Middle East and North Africa (PIP),,2012,2.2284884,,8017550,
Middle East and North Africa (PIP),,2013,2.52353,,9264557,
Middle East and North Africa (PIP),,2014,2.7700493,,10381193,
Middle East and North Africa (PIP),,2015,3.671862,,14038597,
Middle East and North Africa (PIP),,2016,4.4471807,,17319662,
Middle East and North Africa (PIP),,2017,4.6545906,,18439126,
Middle East and North Africa (PIP),,2018,4.7009697,,18943804,
Middle East and North Africa (PIP),,2019,4.555744,,18672272,
Middle East and North Africa (PIP),,2020,5.313345,,22122300,
Middle East and North Africa (PIP),,2021,5.909273,,24970678,
Middle East and North Africa (PIP),,2022,6.091361,,26126132,
Middle East and North Africa (PIP),,2023,6.3830485,,27797856,
Middle East and North Africa (PIP),,2024,6.7327847,,29769174,
Moldova,MDA,1997,13.0094795,,382012,
Moldova,MDA,1998,24.047401,,705846,
Moldova,MDA,1999,33.508854,,982018,
Moldova,MDA,2000,31.08438,,909115,
Moldova,MDA,2001,23.255726,,678633,
Moldova,MDA,2002,13.558621,,394744,
Moldova,MDA,2003,5.6087055,,162832,
Moldova,MDA,2004,6.550409,,189701,
Moldova,MDA,2005,10.87486,,314173,
Moldova,MDA,2006,1.9625398,,56540,
Moldova,MDA,2007,0.9524417,,27376,
Moldova,MDA,2008,0.9574248,,27467,
Moldova,MDA,2009,0.65801674,,18854,
Moldova,MDA,2010,0.41040125,,11747,
Moldova,MDA,2011,0.21669711,,6199,
Moldova,MDA,2012,0.13851036,,3962,
Moldova,MDA,2013,0.025188606,,720,
Moldova,MDA,2014,0,,0,
Moldova,MDA,2015,0.031209245,,885,
Moldova,MDA,2016,0.10805441,,3029,
Moldova,MDA,2017,0,,0,
Moldova,MDA,2018,0,,0,
Moldova,MDA,2019,0.02864514,,763,
Moldova,MDA,2021,0,,0,
Mongolia,MNG,1995,14.759999,,343957,
Mongolia,MNG,1998,28.449,,684240,
Mongolia,MNG,2002,11.612102,,290058,
Mongolia,MNG,2007,1.6951885,,44410,
Mongolia,MNG,2010,1.1435707,,30905,
Mongolia,MNG,2011,0.85668147,,23507,
Mongolia,MNG,2012,0.47310936,,13211,
Mongolia,MNG,2014,0.32755226,,9508,
Mongolia,MNG,2016,0.7064973,,21404,
Mongolia,MNG,2018,0.7115856,,22515,
Mongolia,MNG,2022,0.2234101,,7592,
Montenegro,MNE,2012,3.0313168,,18812,
Montenegro,MNE,2013,3.0291824,,18817,
Montenegro,MNE,2014,1.6274612,,10120,
Montenegro,MNE,2015,1.3457713,,8373,
Montenegro,MNE,2016,2.4743311,,15398,
Montenegro,MNE,2017,3.3115063,,20610,
Montenegro,MNE,2018,2.839833,,17670,
Montenegro,MNE,2019,1.9976742,,12426,
Montenegro,MNE,2020,1.7676241,,10982,
Montenegro,MNE,2021,1.9771242,,12243,
Morocco,MAR,1984,13.195001,,2912951,
Morocco,MAR,1990,4.728802,,1177099,
Morocco,MAR,1998,8.375334,,2332497,
Morocco,MAR,2000,7.9340315,,2290256,
Morocco,MAR,2006,4.242266,,1323446,
Morocco,MAR,2013,1.4431101,,491034,
Mozambique,MOZ,1996,82.68429,,13393977,
Mozambique,MOZ,2002,80.58823,,15264095,
Mozambique,MOZ,2008,70.795815,,15746122,
Mozambique,MOZ,2014,64.64086,,17060470,
Mozambique,MOZ,2019,74.52835,,23183408,
Myanmar,MMR,2015,6.2170024,,3200758,
Myanmar,MMR,2017,1.9911567,,1041143,
Namibia,NAM,1993,53.517002,,828572,
Namibia,NAM,2003,35.861526,,692663,
Namibia,NAM,2009,26.944029,,561742,
Namibia,NAM,2015,15.617013,,358204,
Nauru,NRU,2012,1.6715107,,177,
Nepal,NPL,1984,68.462006,,11872057,
Nepal,NPL,1995,55.155148,,12434601,
Nepal,NPL,2003,40.30675,,10384298,
Nepal,NPL,2010,8.2404995,,2239717,
Nepal,NPL,2022,0.36659858,,112627,
Netherlands,NLD,1983,0.45828018,,65841,
Netherlands,NLD,1987,0.24944825,,36582,
Netherlands,NLD,1990,0.9527308,,142448,
Netherlands,NLD,1993,1.2487618,,190940,
Netherlands,NLD,1999,0.20289831,,32082,
Netherlands,NLD,2004,0.23587565,,38405,
Netherlands,NLD,2005,0.14832005,,24206,
Netherlands,NLD,2006,0.045792855,,7485,
Netherlands,NLD,2007,0.02863133,,4690,
Netherlands,NLD,2008,0.13360895,,21973,
Netherlands,NLD,2009,0.1107701,,18311,
Netherlands,NLD,2010,0.047438905,,7882,
Netherlands,NLD,2011,0.09605309,,16034,
Netherlands,NLD,2012,0.07584219,,12707,
Netherlands,NLD,2013,0.08687879,,14599,
Netherlands,NLD,2014,0.05771296,,9733,
Netherlands,NLD,2015,0.06166262,,10446,
Netherlands,NLD,2016,0.045917112,,7820,
Netherlands,NLD,2017,0.18876624,,32338,
Netherlands,NLD,2018,0.10091632,,17390,
Netherlands,NLD,2019,0.0957287,,16604,
Netherlands,NLD,2020,0.02796322,,4877,
Netherlands,NLD,2021,0.06971744,,12224,
Nicaragua,NIC,1993,38.314228,,1734366,
Nicaragua,NIC,1998,25.759579,,1281424,
Nicaragua,NIC,2001,17.814484,,925064,
Nicaragua,NIC,2005,9.098515,,496295,
Nicaragua,NIC,2009,8.276645,,477615,
Nicaragua,NIC,2014,3.9410286,,244686,
Niger,NER,1992,84.365,,7719619,
Niger,NER,1994,85.516365,,8217044,
Niger,NER,2005,80.50121,,11153621,
Niger,NER,2007,78.89103,,11889381,
Niger,NER,2011,60.55905,,10466489,
Niger,NER,2014,53.56471,,10376563,
Niger,NER,2018,50.905937,,11744442,
Niger,NER,2021,50.613815,,13023112,
Nigeria,NGA,1985,47.822,,40237420,
Nigeria,NGA,1992,52.353878,,52449188,
Nigeria,NGA,1996,58.419514,,65234112,
Nigeria,NGA,2003,47.878925,,64903052,
Nigeria,NGA,2010,34.88533,,56935752,
Nigeria,NGA,2012,33.82892,,58321404,
Nigeria,NGA,2015,32.25663,,60104216,
Nigeria,NGA,2018,30.863297,,62367092,
North Macedonia,MKD,2009,9.767671,,200303,
North Macedonia,MKD,2010,10.448227,,214711,
North Macedonia,MKD,2011,9.087074,,187061,
North Macedonia,MKD,2012,6.9127917,,142476,
North Macedonia,MKD,2013,5.2256985,,107860,
North Macedonia,MKD,2014,4.5167346,,93382,
North Macedonia,MKD,2015,5.5025377,,113915,
North Macedonia,MKD,2016,4.2366357,,87804,
North Macedonia,MKD,2017,4.4940066,,93228,
North Macedonia,MKD,2018,3.3985562,,70561,
North Macedonia,MKD,2019,2.6633506,,55310,
Norway,NOR,1979,0.22752123,,9266,
Norway,NOR,1986,0.24487592,,10205,
Norway,NOR,1991,0.47524884,,20254,
Norway,NOR,1995,0.4910345,,21405,
Norway,NOR,2000,0.23508184,,10557,
Norway,NOR,2003,0.20452435,,9336,
Norway,NOR,2004,0.2648449,,12161,
Norway,NOR,2005,0.20196272,,9337,
Norway,NOR,2006,0.13099638,,6105,
Norway,NOR,2007,0.12668282,,5966,
Norway,NOR,2008,0.2267255,,10811,
Norway,NOR,2009,0.086947724,,4198,
Norway,NOR,2010,0.15098813,,7382,
Norway,NOR,2011,0.09757115,,4833,
Norway,NOR,2012,0.117306806,,5887,
Norway,NOR,2013,0.13043559,,6626,
Norway,NOR,2014,0.11292123,,5801,
Norway,NOR,2015,0.17004924,,8823,
Norway,NOR,2016,0.28067333,,14692,
Norway,NOR,2017,0.29165247,,15390,
Norway,NOR,2018,0.25446132,,13517,
Norway,NOR,2019,0.15653396,,8371,
